timestamp,household_id,sensor_id,is_synthetic_anomaly_day
2025-01-01T13:04:00+00:00,H01,H01_S01,False
2025-01-01T13:07:00+00:00,H01,H01_S01,False
2025-01-01T13:17:00+00:00,H01,H01_S01,False
2025-01-01T13:18:00+00:00,H01,H01_S01,False
2025-01-01T13:43:00+00:00,H01,H01_S01,False
2025-01-01T14:23:00+00:00,H01,H01_S01,False
2025-01-01T14:45:00+00:00,H01,H01_S01,False
2025-01-01T14:55:00+00:00,H01,H01_S01,False
2025-01-01T15:14:00+00:00,H01,H01_S01,False
2025-01-01T15:49:00+00:00,H01,H01_S01,False
2025-01-01T15:52:00+00:00,H01,H01_S01,False
2025-01-01T15:59:00+00:00,H01,H01_S01,False
2025-01-01T16:06:00+00:00,H01,H01_S01,False
2025-01-01T16:08:00+00:00,H01,H01_S01,False
2025-01-01T17:16:00+00:00,H01,H01_S01,False
2025-01-01T17:26:00+00:00,H01,H01_S01,False
2025-01-01T17:31:00+00:00,H01,H01_S01,False
2025-01-01T17:40:00+00:00,H01,H01_S01,False
2025-01-01T17:55:00+00:00,H01,H01_S01,False
2025-01-01T17:55:00+00:00,H01,H01_S01,False
2025-01-01T17:57:00+00:00,H01,H01_S01,False
2025-01-01T18:26:00+00:00,H01,H01_S01,False
2025-01-01T18:31:00+00:00,H01,H01_S01,False
2025-01-01T18:39:00+00:00,H01,H01_S01,False
2025-01-01T19:22:00+00:00,H01,H01_S01,False
2025-01-01T19:23:00+00:00,H01,H01_S01,False
2025-01-01T19:49:00+00:00,H01,H01_S01,False
2025-01-01T19:54:00+00:00,H01,H01_S01,False
2025-01-01T19:56:00+00:00,H01,H01_S01,False
2025-01-01T20:17:00+00:00,H01,H01_S01,False
2025-01-01T20:23:00+00:00,H01,H01_S01,False
2025-01-01T20:36:00+00:00,H01,H01_S01,False
2025-01-01T20:59:00+00:00,H01,H01_S01,False
2025-01-01T21:16:00+00:00,H01,H01_S01,False
2025-01-01T21:22:00+00:00,H01,H01_S01,False
2025-01-01T21:24:00+00:00,H01,H01_S01,False
2025-01-01T21:24:00+00:00,H01,H01_S01,False
2025-01-01T21:26:00+00:00,H01,H01_S01,False
2025-01-01T21:30:00+00:00,H01,H01_S01,False
2025-01-01T21:43:00+00:00,H01,H01_S01,False
2025-01-01T21:59:00+00:00,H01,H01_S01,False
2025-01-01T22:25:00+00:00,H01,H01_S01,False
2025-01-01T22:27:00+00:00,H01,H01_S01,False
2025-01-01T22:29:00+00:00,H01,H01_S01,False
2025-01-01T22:30:00+00:00,H01,H01_S01,False
2025-01-01T22:31:00+00:00,H01,H01_S01,False
2025-01-01T22:44:00+00:00,H01,H01_S01,False
2025-01-01T22:52:00+00:00,H01,H01_S01,False
2025-01-01T22:53:00+00:00,H01,H01_S01,False
2025-01-01T23:07:00+00:00,H01,H01_S01,False
2025-01-01T23:15:00+00:00,H01,H01_S01,False
2025-01-01T23:19:00+00:00,H01,H01_S01,False
2025-01-01T23:24:00+00:00,H01,H01_S01,False
2025-01-01T23:47:00+00:00,H01,H01_S01,False
2025-01-01T23:49:00+00:00,H01,H01_S01,False
2025-01-01T23:57:00+00:00,H01,H01_S01,False
2025-01-02T00:50:00+00:00,H01,H01_S01,False
2025-01-02T01:28:00+00:00,H01,H01_S01,False
2025-01-02T01:44:00+00:00,H01,H01_S01,False
2025-01-02T02:22:00+00:00,H01,H01_S01,False
2025-01-02T03:13:00+00:00,H01,H01_S01,False
2025-01-02T03:21:00+00:00,H01,H01_S01,False
2025-01-02T03:57:00+00:00,H01,H01_S01,False
2025-01-02T04:14:00+00:00,H01,H01_S01,False
2025-01-02T04:23:00+00:00,H01,H01_S01,False
2025-01-02T04:51:00+00:00,H01,H01_S01,False
2025-01-02T04:51:00+00:00,H01,H01_S01,False
2025-01-02T05:34:00+00:00,H01,H01_S01,False
2025-01-02T05:39:00+00:00,H01,H01_S01,False
2025-01-02T05:45:00+00:00,H01,H01_S01,False
2025-01-02T05:59:00+00:00,H01,H01_S01,False
2025-01-02T06:23:00+00:00,H01,H01_S01,False
2025-01-02T06:54:00+00:00,H01,H01_S01,False
2025-01-02T07:07:00+00:00,H01,H01_S01,False
2025-01-02T07:41:00+00:00,H01,H01_S01,False
2025-01-02T07:45:00+00:00,H01,H01_S01,False
2025-01-02T07:51:00+00:00,H01,H01_S01,False
2025-01-02T07:52:00+00:00,H01,H01_S01,False
2025-01-02T08:07:00+00:00,H01,H01_S01,False
2025-01-02T08:47:00+00:00,H01,H01_S01,False
2025-01-02T08:49:00+00:00,H01,H01_S01,False
2025-01-02T09:06:00+00:00,H01,H01_S01,False
2025-01-02T09:14:00+00:00,H01,H01_S01,False
2025-01-02T09:41:00+00:00,H01,H01_S01,False
2025-01-02T10:00:00+00:00,H01,H01_S01,False
2025-01-02T10:24:00+00:00,H01,H01_S01,False
2025-01-02T10:24:00+00:00,H01,H01_S01,False
2025-01-02T11:03:00+00:00,H01,H01_S01,False
2025-01-02T11:06:00+00:00,H01,H01_S01,False
2025-01-02T11:28:00+00:00,H01,H01_S01,False
2025-01-02T11:32:00+00:00,H01,H01_S01,False
2025-01-02T11:44:00+00:00,H01,H01_S01,False
2025-01-02T12:07:00+00:00,H01,H01_S01,False
2025-01-02T12:20:00+00:00,H01,H01_S01,False
2025-01-02T12:47:00+00:00,H01,H01_S01,False
2025-01-02T12:51:00+00:00,H01,H01_S01,False
2025-01-02T12:51:00+00:00,H01,H01_S01,False
2025-01-02T13:16:00+00:00,H01,H01_S01,False
2025-01-02T13:54:00+00:00,H01,H01_S01,False
2025-01-02T14:20:00+00:00,H01,H01_S01,False
2025-01-02T14:30:00+00:00,H01,H01_S01,False
2025-01-02T14:47:00+00:00,H01,H01_S01,False
2025-01-02T15:04:00+00:00,H01,H01_S01,False
2025-01-02T15:11:00+00:00,H01,H01_S01,False
2025-01-02T15:20:00+00:00,H01,H01_S01,False
2025-01-02T15:25:00+00:00,H01,H01_S01,False
2025-01-02T15:39:00+00:00,H01,H01_S01,False
2025-01-02T16:06:00+00:00,H01,H01_S01,False
2025-01-02T16:15:00+00:00,H01,H01_S01,False
2025-01-02T16:27:00+00:00,H01,H01_S01,False
2025-01-02T16:28:00+00:00,H01,H01_S01,False
2025-01-02T16:32:00+00:00,H01,H01_S01,False
2025-01-02T16:40:00+00:00,H01,H01_S01,False
2025-01-02T17:38:00+00:00,H01,H01_S01,False
2025-01-02T17:41:00+00:00,H01,H01_S01,False
2025-01-02T17:44:00+00:00,H01,H01_S01,False
2025-01-02T18:23:00+00:00,H01,H01_S01,False
2025-01-02T18:29:00+00:00,H01,H01_S01,False
2025-01-02T18:41:00+00:00,H01,H01_S01,False
2025-01-02T18:42:00+00:00,H01,H01_S01,False
2025-01-02T18:49:00+00:00,H01,H01_S01,False
2025-01-02T19:01:00+00:00,H01,H01_S01,False
2025-01-02T19:13:00+00:00,H01,H01_S01,False
2025-01-02T19:14:00+00:00,H01,H01_S01,False
2025-01-02T19:18:00+00:00,H01,H01_S01,False
2025-01-02T19:49:00+00:00,H01,H01_S01,False
2025-01-02T20:00:00+00:00,H01,H01_S01,False
2025-01-02T20:05:00+00:00,H01,H01_S01,False
2025-01-02T20:14:00+00:00,H01,H01_S01,False
2025-01-02T20:21:00+00:00,H01,H01_S01,False
2025-01-02T20:30:00+00:00,H01,H01_S01,False
2025-01-02T20:34:00+00:00,H01,H01_S01,False
2025-01-02T21:39:00+00:00,H01,H01_S01,False
2025-01-02T21:59:00+00:00,H01,H01_S01,False
2025-01-02T22:11:00+00:00,H01,H01_S01,False
2025-01-02T22:46:00+00:00,H01,H01_S01,False
2025-01-02T23:03:00+00:00,H01,H01_S01,False
2025-01-02T23:12:00+00:00,H01,H01_S01,False
2025-01-02T23:30:00+00:00,H01,H01_S01,False
2025-01-03T00:51:00+00:00,H01,H01_S01,False
2025-01-03T02:12:00+00:00,H01,H01_S01,False
2025-01-03T02:14:00+00:00,H01,H01_S01,False
2025-01-03T02:17:00+00:00,H01,H01_S01,False
2025-01-03T02:51:00+00:00,H01,H01_S01,False
2025-01-03T03:04:00+00:00,H01,H01_S01,False
2025-01-03T03:06:00+00:00,H01,H01_S01,False
2025-01-03T03:13:00+00:00,H01,H01_S01,False
2025-01-03T03:28:00+00:00,H01,H01_S01,False
2025-01-03T03:33:00+00:00,H01,H01_S01,False
2025-01-03T03:33:00+00:00,H01,H01_S01,False
2025-01-03T03:40:00+00:00,H01,H01_S01,False
2025-01-03T03:47:00+00:00,H01,H01_S01,False
2025-01-03T04:09:00+00:00,H01,H01_S01,False
2025-01-03T04:24:00+00:00,H01,H01_S01,False
2025-01-03T04:43:00+00:00,H01,H01_S01,False
2025-01-03T05:13:00+00:00,H01,H01_S01,False
2025-01-03T05:15:00+00:00,H01,H01_S01,False
2025-01-03T05:24:00+00:00,H01,H01_S01,False
2025-01-03T05:54:00+00:00,H01,H01_S01,False
2025-01-03T05:54:00+00:00,H01,H01_S01,False
2025-01-03T05:57:00+00:00,H01,H01_S01,False
2025-01-03T06:06:00+00:00,H01,H01_S01,False
2025-01-03T06:10:00+00:00,H01,H01_S01,False
2025-01-03T06:27:00+00:00,H01,H01_S01,False
2025-01-03T06:40:00+00:00,H01,H01_S01,False
2025-01-03T07:10:00+00:00,H01,H01_S01,False
2025-01-03T07:13:00+00:00,H01,H01_S01,False
2025-01-03T07:18:00+00:00,H01,H01_S01,False
2025-01-03T07:32:00+00:00,H01,H01_S01,False
2025-01-03T07:35:00+00:00,H01,H01_S01,False
2025-01-03T07:36:00+00:00,H01,H01_S01,False
2025-01-03T08:13:00+00:00,H01,H01_S01,False
2025-01-03T08:25:00+00:00,H01,H01_S01,False
2025-01-03T08:39:00+00:00,H01,H01_S01,False
2025-01-03T08:54:00+00:00,H01,H01_S01,False
2025-01-03T09:01:00+00:00,H01,H01_S01,False
2025-01-03T09:12:00+00:00,H01,H01_S01,False
2025-01-03T09:37:00+00:00,H01,H01_S01,False
2025-01-03T09:41:00+00:00,H01,H01_S01,False
2025-01-03T09:48:00+00:00,H01,H01_S01,False
2025-01-03T09:52:00+00:00,H01,H01_S01,False
2025-01-03T09:53:00+00:00,H01,H01_S01,False
2025-01-03T10:02:00+00:00,H01,H01_S01,False
2025-01-03T10:02:00+00:00,H01,H01_S01,False
2025-01-03T10:16:00+00:00,H01,H01_S01,False
2025-01-03T10:21:00+00:00,H01,H01_S01,False
2025-01-03T10:37:00+00:00,H01,H01_S01,False
2025-01-03T10:43:00+00:00,H01,H01_S01,False
2025-01-03T11:00:00+00:00,H01,H01_S01,False
2025-01-03T11:00:00+00:00,H01,H01_S01,False
2025-01-03T11:04:00+00:00,H01,H01_S01,False
2025-01-03T11:22:00+00:00,H01,H01_S01,False
2025-01-03T11:22:00+00:00,H01,H01_S01,False
2025-01-03T11:27:00+00:00,H01,H01_S01,False
2025-01-03T11:51:00+00:00,H01,H01_S01,False
2025-01-03T12:05:00+00:00,H01,H01_S01,False
2025-01-03T12:12:00+00:00,H01,H01_S01,False
2025-01-03T12:18:00+00:00,H01,H01_S01,False
2025-01-03T12:27:00+00:00,H01,H01_S01,False
2025-01-03T12:29:00+00:00,H01,H01_S01,False
2025-01-03T12:37:00+00:00,H01,H01_S01,False
2025-01-03T12:42:00+00:00,H01,H01_S01,False
2025-01-03T12:54:00+00:00,H01,H01_S01,False
2025-01-03T12:59:00+00:00,H01,H01_S01,False
2025-01-03T13:01:00+00:00,H01,H01_S01,False
2025-01-03T13:07:00+00:00,H01,H01_S01,False
2025-01-03T13:10:00+00:00,H01,H01_S01,False
2025-01-03T13:23:00+00:00,H01,H01_S01,False
2025-01-03T13:34:00+00:00,H01,H01_S01,False
2025-01-03T13:44:00+00:00,H01,H01_S01,False
2025-01-03T13:44:00+00:00,H01,H01_S01,False
2025-01-03T13:52:00+00:00,H01,H01_S01,False
2025-01-03T14:05:00+00:00,H01,H01_S01,False
2025-01-03T14:07:00+00:00,H01,H01_S01,False
2025-01-03T14:09:00+00:00,H01,H01_S01,False
2025-01-03T14:12:00+00:00,H01,H01_S01,False
2025-01-03T14:26:00+00:00,H01,H01_S01,False
2025-01-03T14:39:00+00:00,H01,H01_S01,False
2025-01-03T14:45:00+00:00,H01,H01_S01,False
2025-01-03T14:47:00+00:00,H01,H01_S01,False
2025-01-03T15:01:00+00:00,H01,H01_S01,False
2025-01-03T15:13:00+00:00,H01,H01_S01,False
2025-01-03T15:16:00+00:00,H01,H01_S01,False
2025-01-03T15:33:00+00:00,H01,H01_S01,False
2025-01-03T15:34:00+00:00,H01,H01_S01,False
2025-01-03T15:39:00+00:00,H01,H01_S01,False
2025-01-03T16:34:00+00:00,H01,H01_S01,False
2025-01-03T16:47:00+00:00,H01,H01_S01,False
2025-01-03T16:50:00+00:00,H01,H01_S01,False
2025-01-03T17:01:00+00:00,H01,H01_S01,False
2025-01-03T17:36:00+00:00,H01,H01_S01,False
2025-01-03T17:40:00+00:00,H01,H01_S01,False
2025-01-03T18:29:00+00:00,H01,H01_S01,False
2025-01-03T18:49:00+00:00,H01,H01_S01,False
2025-01-03T18:51:00+00:00,H01,H01_S01,False
2025-01-03T18:53:00+00:00,H01,H01_S01,False
2025-01-03T19:11:00+00:00,H01,H01_S01,False
2025-01-03T19:23:00+00:00,H01,H01_S01,False
2025-01-03T20:05:00+00:00,H01,H01_S01,False
2025-01-03T20:09:00+00:00,H01,H01_S01,False
2025-01-03T20:24:00+00:00,H01,H01_S01,False
2025-01-03T20:56:00+00:00,H01,H01_S01,False
2025-01-03T21:13:00+00:00,H01,H01_S01,False
2025-01-03T21:16:00+00:00,H01,H01_S01,False
2025-01-03T21:55:00+00:00,H01,H01_S01,False
2025-01-03T22:05:00+00:00,H01,H01_S01,False
2025-01-03T22:06:00+00:00,H01,H01_S01,False
2025-01-03T22:34:00+00:00,H01,H01_S01,False
2025-01-03T22:42:00+00:00,H01,H01_S01,False
2025-01-03T22:44:00+00:00,H01,H01_S01,False
2025-01-03T22:46:00+00:00,H01,H01_S01,False
2025-01-03T23:04:00+00:00,H01,H01_S01,False
2025-01-03T23:18:00+00:00,H01,H01_S01,False
2025-01-03T23:21:00+00:00,H01,H01_S01,False
2025-01-03T23:31:00+00:00,H01,H01_S01,False
2025-01-04T01:33:00+00:00,H01,H01_S01,True
2025-01-04T01:35:00+00:00,H01,H01_S01,True
2025-01-04T01:54:00+00:00,H01,H01_S01,True
2025-01-04T01:58:00+00:00,H01,H01_S01,True
2025-01-04T03:09:00+00:00,H01,H01_S01,True
2025-01-04T03:54:00+00:00,H01,H01_S01,True
2025-01-04T04:07:00+00:00,H01,H01_S01,True
2025-01-04T04:16:00+00:00,H01,H01_S01,True
2025-01-04T04:48:00+00:00,H01,H01_S01,True
2025-01-04T05:28:00+00:00,H01,H01_S01,True
2025-01-04T05:38:00+00:00,H01,H01_S01,True
2025-01-04T05:58:00+00:00,H01,H01_S01,True
2025-01-04T07:36:00+00:00,H01,H01_S01,True
2025-01-04T08:03:00+00:00,H01,H01_S01,True
2025-01-04T08:13:00+00:00,H01,H01_S01,True
2025-01-04T08:42:00+00:00,H01,H01_S01,True
2025-01-04T08:45:00+00:00,H01,H01_S01,True
2025-01-04T08:58:00+00:00,H01,H01_S01,True
2025-01-04T09:30:00+00:00,H01,H01_S01,True
2025-01-04T09:33:00+00:00,H01,H01_S01,True
2025-01-04T10:36:00+00:00,H01,H01_S01,True
2025-01-04T10:46:00+00:00,H01,H01_S01,True
2025-01-04T10:56:00+00:00,H01,H01_S01,True
2025-01-04T11:21:00+00:00,H01,H01_S01,True
2025-01-04T11:28:00+00:00,H01,H01_S01,True
2025-01-04T11:43:00+00:00,H01,H01_S01,True
2025-01-04T12:08:00+00:00,H01,H01_S01,True
2025-01-04T12:26:00+00:00,H01,H01_S01,True
2025-01-04T12:50:00+00:00,H01,H01_S01,True
2025-01-04T13:21:00+00:00,H01,H01_S01,True
2025-01-04T13:33:00+00:00,H01,H01_S01,True
2025-01-04T13:44:00+00:00,H01,H01_S01,True
2025-01-04T13:47:00+00:00,H01,H01_S01,True
2025-01-04T14:00:00+00:00,H01,H01_S01,True
2025-01-04T14:08:00+00:00,H01,H01_S01,True
2025-01-04T14:58:00+00:00,H01,H01_S01,True
2025-01-04T15:22:00+00:00,H01,H01_S01,True
2025-01-04T15:28:00+00:00,H01,H01_S01,True
2025-01-04T15:44:00+00:00,H01,H01_S01,True
2025-01-04T15:58:00+00:00,H01,H01_S01,True
2025-01-04T16:16:00+00:00,H01,H01_S01,True
2025-01-04T16:20:00+00:00,H01,H01_S01,True
2025-01-04T16:28:00+00:00,H01,H01_S01,True
2025-01-04T16:31:00+00:00,H01,H01_S01,True
2025-01-04T16:35:00+00:00,H01,H01_S01,True
2025-01-04T17:00:00+00:00,H01,H01_S01,True
2025-01-04T17:57:00+00:00,H01,H01_S01,True
2025-01-04T18:15:00+00:00,H01,H01_S01,True
2025-01-04T18:30:00+00:00,H01,H01_S01,True
2025-01-04T18:40:00+00:00,H01,H01_S01,True
2025-01-04T19:39:00+00:00,H01,H01_S01,True
2025-01-04T20:09:00+00:00,H01,H01_S01,True
2025-01-04T20:38:00+00:00,H01,H01_S01,True
2025-01-04T21:44:00+00:00,H01,H01_S01,True
2025-01-04T21:47:00+00:00,H01,H01_S01,True
2025-01-04T22:11:00+00:00,H01,H01_S01,True
2025-01-04T22:28:00+00:00,H01,H01_S01,True
2025-01-04T23:03:00+00:00,H01,H01_S01,True
2025-01-04T23:12:00+00:00,H01,H01_S01,True
2025-01-04T23:23:00+00:00,H01,H01_S01,True
2025-01-04T23:38:00+00:00,H01,H01_S01,True
2025-01-04T23:59:00+00:00,H01,H01_S01,True
2025-01-04T23:59:00+00:00,H01,H01_S01,True
2025-01-04T23:59:00+00:00,H01,H01_S01,True
2025-01-04T23:59:00+00:00,H01,H01_S01,True
2025-01-05T00:01:00+00:00,H01,H01_S01,False
2025-01-05T00:02:00+00:00,H01,H01_S01,False
2025-01-05T00:42:00+00:00,H01,H01_S01,False
2025-01-05T00:51:00+00:00,H01,H01_S01,False
2025-01-05T00:59:00+00:00,H01,H01_S01,False
2025-01-05T01:08:00+00:00,H01,H01_S01,False
2025-01-05T01:13:00+00:00,H01,H01_S01,False
2025-01-05T01:13:00+00:00,H01,H01_S01,False
2025-01-05T01:27:00+00:00,H01,H01_S01,False
2025-01-05T01:34:00+00:00,H01,H01_S01,False
2025-01-05T02:26:00+00:00,H01,H01_S01,False
2025-01-05T02:28:00+00:00,H01,H01_S01,False
2025-01-05T02:39:00+00:00,H01,H01_S01,False
2025-01-05T02:40:00+00:00,H01,H01_S01,False
2025-01-05T02:41:00+00:00,H01,H01_S01,False
2025-01-05T03:21:00+00:00,H01,H01_S01,False
2025-01-05T03:38:00+00:00,H01,H01_S01,False
2025-01-05T03:54:00+00:00,H01,H01_S01,False
2025-01-05T04:06:00+00:00,H01,H01_S01,False
2025-01-05T04:26:00+00:00,H01,H01_S01,False
2025-01-05T04:58:00+00:00,H01,H01_S01,False
2025-01-05T05:28:00+00:00,H01,H01_S01,False
2025-01-05T05:29:00+00:00,H01,H01_S01,False
2025-01-05T05:31:00+00:00,H01,H01_S01,False
2025-01-05T05:49:00+00:00,H01,H01_S01,False
2025-01-05T05:54:00+00:00,H01,H01_S01,False
2025-01-05T06:08:00+00:00,H01,H01_S01,False
2025-01-05T06:14:00+00:00,H01,H01_S01,False
2025-01-05T06:19:00+00:00,H01,H01_S01,False
2025-01-05T06:24:00+00:00,H01,H01_S01,False
2025-01-05T06:35:00+00:00,H01,H01_S01,False
2025-01-05T06:57:00+00:00,H01,H01_S01,False
2025-01-05T07:02:00+00:00,H01,H01_S01,False
2025-01-05T07:14:00+00:00,H01,H01_S01,False
2025-01-05T07:30:00+00:00,H01,H01_S01,False
2025-01-05T07:39:00+00:00,H01,H01_S01,False
2025-01-05T07:40:00+00:00,H01,H01_S01,False
2025-01-05T07:44:00+00:00,H01,H01_S01,False
2025-01-05T07:56:00+00:00,H01,H01_S01,False
2025-01-05T07:59:00+00:00,H01,H01_S01,False
2025-01-05T08:00:00+00:00,H01,H01_S01,False
2025-01-05T09:13:00+00:00,H01,H01_S01,False
2025-01-05T09:27:00+00:00,H01,H01_S01,False
2025-01-05T09:50:00+00:00,H01,H01_S01,False
2025-01-05T09:57:00+00:00,H01,H01_S01,False
2025-01-05T09:59:00+00:00,H01,H01_S01,False
2025-01-05T10:15:00+00:00,H01,H01_S01,False
2025-01-05T10:21:00+00:00,H01,H01_S01,False
2025-01-05T10:23:00+00:00,H01,H01_S01,False
2025-01-05T10:31:00+00:00,H01,H01_S01,False
2025-01-05T10:46:00+00:00,H01,H01_S01,False
2025-01-05T10:55:00+00:00,H01,H01_S01,False
2025-01-05T11:12:00+00:00,H01,H01_S01,False
2025-01-05T11:17:00+00:00,H01,H01_S01,False
2025-01-05T11:25:00+00:00,H01,H01_S01,False
2025-01-05T11:31:00+00:00,H01,H01_S01,False
2025-01-05T11:44:00+00:00,H01,H01_S01,False
2025-01-05T11:46:00+00:00,H01,H01_S01,False
2025-01-05T12:11:00+00:00,H01,H01_S01,False
2025-01-05T12:18:00+00:00,H01,H01_S01,False
2025-01-05T12:23:00+00:00,H01,H01_S01,False
2025-01-05T12:42:00+00:00,H01,H01_S01,False
2025-01-05T13:13:00+00:00,H01,H01_S01,False
2025-01-05T13:29:00+00:00,H01,H01_S01,False
2025-01-05T13:43:00+00:00,H01,H01_S01,False
2025-01-05T14:08:00+00:00,H01,H01_S01,False
2025-01-05T14:20:00+00:00,H01,H01_S01,False
2025-01-05T15:14:00+00:00,H01,H01_S01,False
2025-01-05T15:15:00+00:00,H01,H01_S01,False
2025-01-05T15:40:00+00:00,H01,H01_S01,False
2025-01-05T16:07:00+00:00,H01,H01_S01,False
2025-01-05T16:11:00+00:00,H01,H01_S01,False
2025-01-05T16:23:00+00:00,H01,H01_S01,False
2025-01-05T16:45:00+00:00,H01,H01_S01,False
2025-01-05T17:44:00+00:00,H01,H01_S01,False
2025-01-05T17:51:00+00:00,H01,H01_S01,False
2025-01-05T18:39:00+00:00,H01,H01_S01,False
2025-01-05T18:42:00+00:00,H01,H01_S01,False
2025-01-05T18:44:00+00:00,H01,H01_S01,False
2025-01-05T18:54:00+00:00,H01,H01_S01,False
2025-01-05T18:57:00+00:00,H01,H01_S01,False
2025-01-05T19:33:00+00:00,H01,H01_S01,False
2025-01-05T20:11:00+00:00,H01,H01_S01,False
2025-01-05T20:26:00+00:00,H01,H01_S01,False
2025-01-05T20:39:00+00:00,H01,H01_S01,False
2025-01-05T20:42:00+00:00,H01,H01_S01,False
2025-01-05T20:43:00+00:00,H01,H01_S01,False
2025-01-05T21:32:00+00:00,H01,H01_S01,False
2025-01-05T21:39:00+00:00,H01,H01_S01,False
2025-01-05T21:56:00+00:00,H01,H01_S01,False
2025-01-05T22:25:00+00:00,H01,H01_S01,False
2025-01-05T22:30:00+00:00,H01,H01_S01,False
2025-01-05T22:47:00+00:00,H01,H01_S01,False
2025-01-05T22:55:00+00:00,H01,H01_S01,False
2025-01-05T23:02:00+00:00,H01,H01_S01,False
2025-01-05T23:27:00+00:00,H01,H01_S01,False
2025-01-05T23:37:00+00:00,H01,H01_S01,False
